Project Name,Package Name,Type Name,LCOM1,LCOM2,LCOM3,LCOM4,LCOM5,YALCOM
.,stirling.software.SPDF.model.api.security,RedactPdfRequest,0.0,0.0,6.0,6.0,0.0,-1.0
.,stirling.software.SPDF.model.api.security,PDFPasswordRequest,0.0,0.0,1.0,1.0,0.0,-1.0
.,stirling.software.SPDF.model.api.security,SignPDFWithCertRequest,0.0,0.0,12.0,12.0,0.0,-1.0
.,stirling.software.SPDF.model.api.security,ManualRedactPdfRequest,0.0,0.0,3.0,3.0,0.0,-1.0
.,stirling.software.SPDF.model.api.security,SignatureValidationRequest,0.0,0.0,1.0,1.0,0.0,-1.0
.,stirling.software.SPDF.model.api.security,SignatureValidationResult,0.0,0.0,20.0,20.0,0.0,-1.0
.,stirling.software.SPDF.model.api.security,SanitizePdfRequest,0.0,0.0,6.0,6.0,0.0,-1.0
.,stirling.software.SPDF.model.api.security,AddWatermarkRequest,0.0,0.0,11.0,11.0,0.0,-1.0
.,stirling.software.SPDF.model.api.general,MergePdfsRequest,0.0,0.0,2.0,2.0,0.0,-1.0
.,stirling.software.SPDF.model.api.general,RotatePDFRequest,0.0,0.0,1.0,1.0,0.0,-1.0
.,stirling.software.SPDF.model.api.general,SplitPdfBySizeOrCountRequest,0.0,0.0,2.0,2.0,0.0,-1.0
.,stirling.software.SPDF.model.api.general,MergeMultiplePagesRequest,0.0,0.0,2.0,2.0,0.0,-1.0
.,stirling.software.SPDF.model.api.general,ScalePagesRequest,0.0,0.0,1.0,1.0,0.0,-1.0
.,stirling.software.SPDF.model.api.general,CropPdfForm,0.0,0.0,4.0,4.0,0.0,-1.0
.,stirling.software.SPDF.model.api.general,OverlayPdfsRequest,0.0,0.0,4.0,4.0,0.0,-1.0
.,stirling.software.SPDF.model.api.general,RearrangePagesRequest,0.0,0.0,1.0,1.0,0.0,-1.0
.,stirling.software.SPDF.model.api.converters,UrlToPdfRequest,0.0,0.0,1.0,1.0,0.0,-1.0
.,stirling.software.SPDF.model.api.converters,PdfToWordRequest,0.0,0.0,1.0,1.0,0.0,-1.0
.,stirling.software.SPDF.model.api.converters,ConvertPDFToMarkdown,0.0,0.0,1.0,1.0,0.0,0.0
.,stirling.software.SPDF.model.api.converters,PdfToBookRequest,0.0,0.0,1.0,1.0,0.0,-1.0
.,stirling.software.SPDF.model.api.converters,HTMLToPdfRequest,0.0,0.0,1.0,1.0,0.0,-1.0
.,stirling.software.SPDF.model.api.converters,PdfToPresentationRequest,0.0,0.0,1.0,1.0,0.0,-1.0
.,stirling.software.SPDF.model.api.converters,ConvertToPdfRequest,0.0,0.0,4.0,4.0,0.0,-1.0
.,stirling.software.SPDF.model.api.converters,ConvertToImageRequest,0.0,0.0,5.0,5.0,0.0,-1.0
.,stirling.software.SPDF.model.api.converters,PdfToPdfARequest,0.0,0.0,1.0,1.0,0.0,-1.0
.,stirling.software.SPDF.model.api.converters,PdfToTextOrRTFRequest,0.0,0.0,1.0,1.0,0.0,-1.0
.,stirling.software.SPDF.model.api.user,UpdateUserUsername,0.0,0.0,1.0,1.0,0.0,-1.0
.,stirling.software.SPDF.model.api.user,Username,0.0,0.0,1.0,1.0,0.0,-1.0
.,stirling.software.SPDF.model.api.user,UpdateUserDetails,0.0,0.0,1.0,1.0,0.0,-1.0
.,stirling.software.SPDF.model.api.user,UsernameAndPass,0.0,0.0,1.0,1.0,0.0,-1.0
.,stirling.software.SPDF.model.api.filter,PageSizeRequest,0.0,0.0,1.0,1.0,0.0,-1.0
.,stirling.software.SPDF.model.api.filter,FileSizeRequest,0.0,0.0,1.0,1.0,0.0,-1.0
.,stirling.software.SPDF.model.api.filter,PageRotationRequest,0.0,0.0,1.0,1.0,0.0,-1.0
.,stirling.software.SPDF.model.api.filter,ContainsTextRequest,0.0,0.0,1.0,1.0,0.0,-1.0
.,stirling.software.SPDF.model.exception,UnsupportedUsernameAttribute,0.0,0.0,1.0,1.0,0.0,0.0
.,stirling.software.SPDF.model.exception,NoProviderFoundException,1.0,0.0,2.0,2.0,0.0,1.0
.,stirling.software.SPDF.model.exception,UnsupportedProviderException,0.0,0.0,1.0,1.0,0.0,0.0
.,stirling.software.SPDF.model.exception,BackupNotFoundException,0.0,0.0,1.0,1.0,0.0,0.0
.,stirling.software.SPDF.service.misc,ReplaceAndInvertColorService,0.0,0.0,1.0,1.0,-0.0,0.0
.,stirling.software.SPDF.service,CertificateValidationService,22.0,16.0,5.0,4.0,0.5714285714285714,0.5
.,stirling.software.SPDF.service,LanguageService,0.0,0.0,1.0,1.0,0.5,0.0
.,stirling.software.SPDF.service,SignatureService,15.0,9.0,4.0,2.0,0.5833333333333334,0.2857142857142857
.,stirling.software.SPDF.service,CustomPDFDocumentFactory,851.0,841.0,38.0,3.0,0.975609756097561,0.047619047619047616
.,stirling.software.SPDF.service,PdfMetadataService,18.0,15.0,5.0,1.0,0.7083333333333334,0.0
.,stirling.software.SPDF.service,MetricsAggregatorService,0.0,0.0,1.0,1.0,0.3999999999999999,0.0
.,stirling.software.SPDF.service,PdfImageRemovalService,0.0,0.0,1.0,1.0,0.0,0.0
.,stirling.software.SPDF.service,PostHogService,38.0,31.0,6.0,1.0,0.8253968253968255,0.0
.,org.apache.pdfbox.examples.util,ConnectedInputStream,0.0,0.0,1.0,1.0,0.4444444444444444,0.0
.,org.apache.pdfbox.examples.util,DeletingRandomAccessFile,0.0,0.0,1.0,1.0,-0.0,0.0
.,org.apache.pdfbox.examples.signature,ValidationTimeStamp,3.0,0.0,2.0,1.0,0.3333333333333333,0.0
.,org.apache.pdfbox.examples.signature,CMSProcessableInputStream,6.0,2.0,2.0,2.0,0.625,0.4
.,org.apache.pdfbox.examples.signature,TSAClient,0.0,0.0,1.0,1.0,0.6428571428571429,0.0
.,org.apache.pdfbox.examples.signature,CreateSignatureBase,22.0,16.0,3.0,2.0,0.8214285714285714,0.25
